CRASH_NUM,Year,latitude,longitude,adt,Alignment,Location type,Occupant,Vehicle type,Driver injury
LA20_202012184001180026,2020,31.301591,-92.449704,7300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_210103225543509,2020,29.59818,-90.718982,30100,Straight,Business,Two or more,Passenger Car,No Injury
LA20_210106043813391,2020,32.509974,-92.143821,14100,Straight,Business,Single,Truck/Trailer,No Injury
LA20_210106104559656,2020,30.002359,-91.842813,21200,Straight,Residential,Single,Passenger Car,No Injury
LA20_210118211657459,2020,29.868192,-90.004015,33100,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210000232,2021,30.09398,-92.361504,374,Straight,Residential,Two or more,Van,No Injury
LA21_20210000264,2021,30.559976,-90.754191,2901,Straight,Residential,Two or more,Passenger Car,No Injury
LA21_20210001012,2021,30.400471,-91.055464,40446,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210001264,2021,29.618485,-90.747604,29873,Straight,Business,Two or more,Suv,No Injury
LA21_20210001973,2021,30.620016,-90.047938,2662,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210002102,2021,30.213527,-93.290333,51000,Straight,Open Country,Two or more,Suv,No Injury
LA21_20210002302,2021,30.570714,-92.071817,4433,Straight,Business,Single,Suv,Injury
LA21_20210002579,2021,30.505882,-89.818138,3915,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210002698,2021,30.430718,-90.084334,48000,Straight,Business,Single,Passenger Car,No Injury
LA21_20210002962,2021,29.851223,-90.111887,6354,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210003913,2021,30.070847,-91.938904,31234,Curve,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210004028,2021,32.193592,-93.015861,729,Straight,Open Country,Single,Van,No Injury
LA21_20210004211,2021,32.512509,-92.36367,4941,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210005003,2021,30.157254,-93.638492,67879,Curve,Business,Single,Truck/Trailer,No Injury
LA21_20210005699,2021,30.427137,-90.856528,6500,Straight,Residential,Two or more,Suv,No Injury
LA21_20210005885,2021,29.874206,-90.069451,6736,Straight,Manufacturing Or Industrial,Single,Truck/Trailer,No Injury
LA21_20210006023,2021,30.596289,-90.781299,2901,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210006242,2021,30.536148,-90.663346,2786,Curve,Residential,Single,Truck/Trailer,No Injury
LA21_20210006478,2021,30.458029,-91.182306,7075,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210006737,2021,30.147101,-91.991189,16098,Curve,Business,Single,Passenger Car,No Injury
LA21_20210006843,2021,30.410939,-90.599843,1940,Straight,Residential,Single,Van,No Injury
LA21_20210007051,2021,32.56167,-92.943839,4045,Straight,Business,Single,Suv,No Injury
LA21_20210007575,2021,30.594607,-90.444818,1793,Straight,Residential,Single,Van,No Injury
LA21_20210008310,2021,32.585981,-92.081713,1624,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210008547,2021,30.533716,-92.088101,19659,Straight,Business,Single,Suv,No Injury
LA21_20210009565,2021,31.66344,-92.883695,811,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210011352,2021,30.57727,-92.088634,5402,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210011537,2021,29.485005,-90.553603,4164,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210012265,2021,29.65526,-90.766859,5611,Straight,Business,Two or more,Suv,No Injury
LA21_20210012321,2021,29.951274,-92.163933,0,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210012825,2021,30.528631,-90.956162,23487,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210013296,2021,30.6912,-92.428096,3368,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210013646,2021,29.51639,-90.675639,12750,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210013691,2021,30.320429,-90.97601,11240,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210014928,2021,30.838638,-91.966182,284,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210015516,2021,30.936347,-90.523693,9898,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210016004,2021,30.420128,-90.953652,6828,Straight,Residential,Single,Passenger Car,No Injury
LA21_20210016158,2021,30.098509,-92.797159,896,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210017079,2021,32.456057,-91.66579,32265,Straight,Open Country,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210017159,2021,30.027417,-90.01496,123578,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210017250,2021,30.084526,-90.428213,64100,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210017972,2021,29.585066,-90.66224,10350,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210018299,2021,30.320276,-90.978119,47235,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210018328,2021,31.089379,-92.395273,5376,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210018672,2021,30.545762,-90.482119,7030,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210018985,2021,29.87899,-90.018129,29059,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210019148,2021,32.484889,-92.161594,7189,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210019201,2021,31.387864,-92.40749,1507,Straight,Residential,Single,Other,No Injury
LA21_20210019367,2021,29.895152,-90.093305,71486,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210019562,2021,30.428043,-90.196165,12934,Straight,Residential,Single,Suv,No Injury
LA21_20210019976,2021,30.562416,-92.089843,5402,Straight,Business,Single,Passenger Car,No Injury
LA21_20210020237,2021,30.165622,-90.821482,11719,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210020341,2021,30.657999,-92.280822,6916,Curve,Open Country,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210020712,2021,30.002049,-90.29385,54357,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210021374,2021,30.38131,-90.770161,4832,Straight,Residential,Single,Van,No Injury
LA21_20210021507,2021,30.537841,-90.902915,9505,Curve,Business,Single,Emergency Vehicle In Use,No Injury
LA21_20210021510,2021,30.474108,-90.7515,79496,Straight,Open Country,Two or more,Truck/Trailer,No Injury
LA21_20210021942,2021,32.445245,-91.518496,30506,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210022027,2021,29.77077,-90.815424,25195,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210022169,2021,29.946837,-90.183571,20470,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210022196,2021,29.645133,-90.687814,13637,Straight,Business,Single,Suv,No Injury
LA21_20210022306,2021,29.885367,-90.019708,27024,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210022897,2021,29.274174,-90.645399,3815,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210023148,2021,30.481972,-90.541703,78000,Straight,Open Country,Single,Passenger Car,No Injury
LA21_20210023167,2021,30.731817,-91.977907,1728,Straight,Business,Two or more,Truck/Trailer,No Injury
LA21_20210023246,2021,30.54513,-90.074933,9217,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210023391,2021,30.441892,-90.944708,8113,Straight,Business,Single,Van,No Injury
LA21_20210024137,2021,30.568646,-90.9632,11466,Straight,Residential,Single,Suv,No Injury
LA21_20210024605,2021,30.92953,-91.94928,1590,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210024696,2021,29.479982,-90.565125,2636,Straight,Open Country,Two or more,Passenger Car,No Injury
LA21_20210024990,2021,30.494358,-90.068856,12263,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210025445,2021,30.929778,-92.773507,133,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210025605,2021,30.486107,-90.541801,7181,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210025654,2021,30.481001,-92.643199,6476,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210025968,2021,30.342589,-91.722093,53038,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210026066,2021,29.453122,-90.591764,3815,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210026404,2021,30.455198,-90.176354,16603,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210026634,2021,30.495519,-90.188094,5111,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210026851,2021,29.453174,-90.59174,3815,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210026883,2021,30.236987,-93.31381,14436,Straight,Business,Single,Other,No Injury
LA21_20210027004,2021,30.394401,-91.058667,32263,Straight,Business,Single,Van,No Injury
LA21_20210028535,2021,30.528218,-90.956323,14600,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210028588,2021,30.16104,-93.179804,20862,Straight,Open Country,Single,Passenger Car,No Injury
LA21_20210028814,2021,29.965298,-90.137097,33628,Straight,Business,Single,Suv,No Injury
LA21_20210029140,2021,29.903676,-90.066092,71486,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210029287,2021,30.407019,-91.102223,30881,Straight,Business,Single,Passenger Car,No Injury
LA21_20210029415,2021,30.978436,-91.941182,1944,Straight,Residential,Two or more,Suv,No Injury
LA21_20210030691,2021,30.360481,-91.12386,13820,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210030811,2021,30.418649,-90.08358,48000,Straight,Open Country,Two or more,Suv,No Injury
LA21_20210030900,2021,30.387827,-91.062656,32263,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210030940,2021,30.320515,-90.965402,24000,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210030949,2021,30.254139,-92.0546,1277,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210031314,2021,32.435281,-92.675327,8500,Straight,Open Country,Two or more,Passenger Car,No Injury
LA21_20210031619,2021,30.310818,-89.740011,41800,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210031897,2021,30.587078,-92.070116,2888,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210032444,2021,30.291253,-89.836946,3800,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210032806,2021,31.310564,-92.576799,1779,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210032864,2021,30.27759,-92.497611,1779,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210033035,2021,29.57539,-90.653059,10350,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210033069,2021,29.811982,-90.869899,14576,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210033173,2021,29.865161,-90.097379,34633,Straight,Business,Single,Suv,No Injury
LA21_20210034020,2021,30.433363,-90.208692,12934,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210034340,2021,29.529663,-90.577146,4164,Curve,Residential,Single,Suv,No Injury
LA21_20210034455,2021,29.814994,-90.878307,8116,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210034649,2021,31.053887,-92.098309,3190,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210034993,2021,30.6494,-92.364075,2998,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210035221,2021,30.474867,-90.636767,78065,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210035418,2021,30.311681,-89.770204,73620,Straight,Open Country,Single,Suv,No Injury
LA21_20210035602,2021,30.498756,-90.06314,12263,Straight,Residential,Single,Suv,No Injury
LA21_20210035677,2021,30.523478,-90.124104,16505,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210035711,2021,30.231512,-92.4641,59419,Curve,Open Country,Single,Suv,Injury
LA21_20210035720,2021,30.44384,-92.295086,1035,Straight,Residential,Single,Suv,No Injury
LA21_20210035802,2021,29.779572,-90.77558,13676,Straight,Residential,Two or more,Truck/Trailer,No Injury
LA21_20210035861,2021,29.521288,-90.743813,2428,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210036126,2021,30.050017,-91.041815,5244,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210036127,2021,29.797396,-90.85181,9567,Straight,Business,Single,Passenger Car,No Injury
LA21_20210036385,2021,30.300595,-93.2,21827,Straight,Business,Single,Suv,No Injury
LA21_20210036471,2021,30.795594,-92.554408,1274,Straight,Residential,Single,Truck/Trailer,Injury
LA21_20210037123,2021,29.603273,-90.650623,2247,Straight,Residential,Single,Other,No Injury
LA21_20210037608,2021,30.574063,-90.955999,11466,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210037833,2021,29.547653,-90.587296,7262,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210037958,2021,29.97435,-90.153187,23663,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210038387,2021,30.677226,-90.33727,1416,Straight,Residential,Single,Passenger Car,No Injury
LA21_20210038605,2021,30.151767,-93.638211,67879,Curve,Business,Single,Truck/Trailer,No Injury
LA21_20210038826,2021,30.440103,-91.208311,75477,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210039270,2021,30.461945,-91.940559,1640,Straight,Residential,Two or more,Passenger Car,No Injury
LA21_20210039372,2021,29.916858,-91.70125,2692,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210039675,2021,29.864043,-90.633305,2500,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210039742,2021,30.075176,-91.749305,3492,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210039802,2021,32.486992,-92.251076,505,Straight,Residential,Single,Suv,No Injury
LA21_20210040443,2021,30.59059,-90.032468,4790,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210040569,2021,29.599737,-90.733302,27400,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210040778,2021,30.297814,-92.070299,7419,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210040785,2021,32.783399,-91.41479,2987,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210041057,2021,30.43659,-90.542209,6300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210041086,2021,30.530511,-90.962905,8100,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210041384,2021,29.941126,-90.165662,40584,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210041393,2021,30.324539,-90.977734,11240,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210041827,2021,29.948353,-92.157695,278,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210042079,2021,30.256183,-91.882797,6989,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210042526,2021,30.25397,-90.989044,21739,Straight,Business,Two or more,Truck/Trailer,No Injury
LA21_20210042874,2021,30.008337,-90.222403,126580,Straight,Business,Single,Passenger Car,No Injury
LA21_20210042930,2021,30.366749,-90.778926,4832,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210043271,2021,32.52477,-91.990628,5036,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210043400,2021,29.975907,-90.178057,38818,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210043404,2021,29.893241,-90.124755,38800,Curve,Business,Single,Suv,No Injury
LA21_20210043482,2021,29.975458,-90.175498,42818,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210043814,2021,30.547204,-91.947207,16188,Straight,Open Country,Single,Truck/Trailer,No Injury
LA21_20210044119,2021,30.544468,-90.5398,2800,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210044493,2021,30.232572,-93.1102,5661,Straight,Open Country,Single,Passenger Car,Injury
LA21_20210044659,2021,30.613568,-91.958789,663,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210044714,2021,31.104179,-92.349218,649,Straight,Residential,Two or more,Other,No Injury
LA21_20210044952,2021,30.231135,-90.994593,21739,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210044990,2021,29.728325,-90.598339,4770,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210045091,2021,29.735162,-90.643655,4889,Straight,Residential,Single,Van,No Injury
LA21_20210045529,2021,29.981565,-91.017335,2295,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210045542,2021,30.453753,-90.134912,28597,Straight,Business,Two or more,Suv,No Injury
LA21_20210045629,2021,30.423102,-92.160352,1540,Curve,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210045711,2021,30.517248,-92.1991,9929,Straight,Residential,Single,Passenger Car,Injury
LA21_20210045892,2021,29.474111,-90.700949,4800,Straight,Residential,Single,Truck/Trailer,No Injury
LA21_20210046112,2021,30.402904,-92.012,4266,Straight,Open Country,Single,Passenger Car,No Injury
LA21_20210046289,2021,29.956204,-90.17714,36923,Straight,Business,Single,Suv,No Injury
LA21_20210046441,2021,29.893741,-90.9893,135,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210046758,2021,29.550352,-90.346388,3574,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210046927,2021,30.233197,-91.978316,1230,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210047957,2021,30.46054,-90.040714,17640,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210048014,2021,29.881085,-90.098674,39292,Straight,Business,Two or more,Suv,No Injury
LA21_20210048083,2021,29.675722,-90.728176,9600,Curve,Business,Two or more,Truck/Trailer,No Injury
LA21_20210049591,2021,29.974936,-90.161269,23663,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210106170231001725,2021,30.443136,-91.007456,27100,Straight,Business,Single,Other,No Injury
LA21_20210109170231002713,2021,30.419801,-91.150119,24263,Straight,Business,Two or more,Other,No Injury
LA21_20210112170231003762,2021,30.424038,-91.137824,132349,Straight,Other,Single,Other,No Injury
LA21_20210118170331000256,2021,30.647824,-91.150451,27200,Straight,Business,Two or more,Suv,No Injury
LA21_20210201170231008664,2021,30.470971,-91.108686,39018,Straight,Business,Single,Passenger Car,No Injury
LA21_20210203170331000567,2021,30.6485,-91.1552,27200,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210209170231012719,2021,30.42843,-91.107516,28983,Straight,Business,Two or more,Passenger Car,No Injury
LA21_202102104001100040,2021,31.301097,-92.48061,27258,Straight,Business,Single,Passenger Car,No Injury
LA21_20210211170231013062,2021,30.443943,-91.163775,11017,Straight,Business,Single,Passenger Car,No Injury
LA21_20210217170231015298,2021,30.425414,-91.007553,26800,Straight,Business,Single,Suv,No Injury
LA21_20210225170231017740,2021,30.424364,-91.138545,132349,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210225170231017812,2021,30.444164,-91.154476,11017,Straight,Business,Two or more,Suv,No Injury
LA21_20210302170231019580,2021,30.507304,-91.137503,41600,Straight,Business,Single,Van,No Injury
LA21_20210302170231019723,2021,30.45821,-91.178515,7075,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210303170231019714,2021,30.421055,-91.152851,24263,Straight,Business,Single,Suv,No Injury
LA21_20210311170231022332,2021,30.457894,-91.064549,31000,Straight,Business,Single,Passenger Car,No Injury
LA21_202103154001150039,2021,31.299041,-92.428856,8501,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210321170231026387,2021,30.421066,-91.152877,24263,Straight,Business,Single,Other,No Injury
LA21_20210324170231027075,2021,30.39496,-91.109621,30881,Straight,Business,Single,Van,No Injury
LA21_20210327170231028070,2021,30.456453,-91.071791,31000,Straight,Business,Single,Passenger Car,No Injury
LA21_20210403170231030821,2021,30.473346,-91.162351,10560,Straight,Business,Single,Passenger Car,No Injury
LA21_20210404170231031070,2021,30.451057,-91.133881,46210,Straight,Business,Single,Suv,No Injury
LA21_20210405170331001692,2021,30.648887,-91.105265,12300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210406170231031677,2021,30.449581,-91.179833,11681,Straight,Business,Single,Suv,No Injury
LA21_20210408170231032681,2021,30.398108,-91.107712,30881,Straight,Business,Two or more,Suv,No Injury
LA21_20210410170231039226,2021,30.520344,-91.178942,15168,Straight,Business,Single,Suv,No Injury
LA21_20210414170331001952,2021,30.648482,-91.156396,27200,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210416170231035711,2021,30.388246,-91.171767,11700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202104163202000239,2021,30.574929,-90.588806,6041,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210430170231040839,2021,30.439711,-91.007515,26800,Curve,Business,Single,Suv,No Injury
LA21_202105104001100019,2021,31.295343,-92.478393,40420,Straight,Business,Two or more,Passenger Car,No Injury
LA21_202105124001100045,2021,31.303879,-92.479982,40420,Straight,Business,Single,Suv,No Injury
LA21_20210513170231045717,2021,30.455745,-91.077161,53892,Straight,Business,Single,Passenger Car,No Injury
LA21_20210517170231047255,2021,30.444098,-91.154388,12546,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210527170231049842,2021,30.457823,-91.065942,31000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210606170231054516,2021,30.443514,-91.178457,88900,Straight,Business,Single,Other,No Injury
LA21_20210618170221031304,2021,30.384316,-91.064815,32263,Straight,Business,Single,Passenger Car,No Injury
LA21_20210618170231059228,2021,30.424214,-91.151918,155500,Straight,Business,Single,Passenger Car,No Injury
LA21_20210619170231059685,2021,30.395767,-91.051189,16310,Straight,Business,Single,Suv,No Injury
LA21_20210625170231061707,2021,30.397094,-91.108348,30881,Straight,Business,Single,Passenger Car,No Injury
LA21_20210628170231062772,2021,30.558708,-91.173763,24400,Straight,Business,Single,Passenger Car,No Injury
LA21_202107014001010050,2021,31.32592,-92.46041,41978,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210702170231064430,2021,30.43044,-91.079716,66700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202107036302003282,2021,30.837442,-91.392345,4707,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210705170231065677,2021,30.444542,-91.13817,14492,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20210706170231066068,2021,30.439705,-91.188332,15229,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202107134001130017,2021,31.285528,-92.474175,38606,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20210718170231070231,2021,30.450495,-91.149801,16212,Straight,Business,Single,Passenger Car,No Injury
LA21_20210728170331004064,2021,30.646941,-91.099637,13000,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210729170231074483,2021,30.419146,-91.115707,119636,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202107293202000492,2021,30.44563,-90.955869,2999,Straight,Business,Single,Passenger Car,No Injury
LA21_202107301731074752,2021,30.388299,-91.171803,11700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202108093202000527,2021,30.48801,-90.900571,6702,Straight,Business,Single,Passenger Car,No Injury
LA21_202108144001140046,2021,31.306347,-92.456326,9199,Straight,Business,Single,Passenger Car,No Injury
LA21_20210820170331004496,2021,30.648316,-91.15491,27200,Straight,Business,Single,Passenger Car,No Injury
LA21_20210827170231085460,2021,30.450599,-91.180157,88900,Straight,Other,Single,Truck/Trailer,No Injury
LA21_20210902170231087729,2021,30.437065,-91.187305,25280,Straight,Business,Single,Truck/Trailer,No Injury
LA21_202109021731087950,2021,30.416496,-91.143308,24263,Straight,Business,Single,Other,No Injury
LA21_202109093202000607,2021,30.43884,-90.563618,3981,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",Injury
LA21_20210912170231091663,2021,30.451902,-91.103858,46210,Straight,Business,Single,Other,No Injury
LA21_20210914170231093116,2021,30.39496,-91.109621,24263,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210915170221048659,2021,30.404165,-91.059097,40446,Straight,Business,Two or more,Suv,No Injury
LA21_20210917170231094008,2021,30.485136,-91.08377,26900,Straight,Residential,Two or more,Passenger Car,No Injury
LA21_20210928170231098614,2021,30.433936,-91.115842,14253,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20210929170221051228,2021,30.554504,-91.134548,32400,Straight,Residential,Single,Suv,Injury
LA21_20211001170231099677,2021,30.455002,-91.080922,53892,Straight,Manufacturing Or Industrial,Single,Passenger Car,No Injury
LA21_202110091721049213,2021,30.384365,-91.152207,27080,Straight,Residential,Single,Passenger Car,Injury
LA21_20211014170021054132,2021,30.389887,-91.045852,26415,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_202110153202000721,2021,30.527884,-90.955351,14600,Straight,Business,Single,Other,No Injury
LA21_202110184001180052,2021,31.295904,-92.524686,21418,Straight,Business,Single,Passenger Car,No Injury
LA21_20211020170231102659,2021,30.444489,-91.140558,11017,Straight,Business,Single,Van,No Injury
LA21_20211021170231106086,2021,30.397281,-91.178412,11700,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20211025170231109191,2021,30.455638,-91.076916,53892,Straight,Business,Single,Passenger Car,No Injury
LA21_20211026170231109869,2021,30.427587,-91.065747,110354,Straight,Other,Single,Truck/Trailer,No Injury
LA21_20211027170231109915,2021,30.399003,-91.054126,40446,Straight,Business,Two or more,Passenger Car,No Injury
LA21_20211028170221057018,2021,30.552223,-91.135248,32400,Straight,Business,Two or more,Passenger Car,No Injury
LA21_202110304001300036,2021,31.305719,-92.464768,4482,Straight,Residential,Single,Passenger Car,No Injury
LA21_202110314001310035,2021,31.304026,-92.453567,7284,Straight,Business,Single,Suv,No Injury
LA21_20211109170331006164,2021,30.648887,-91.105288,16800,Straight,Business,Single,Passenger Car,No Injury
LA21_20211111170231115582,2021,30.398678,-91.115239,24263,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20211114170231116744,2021,30.431108,-91.056855,114400,Straight,Business,Single,Passenger Car,No Injury
LA21_20211118170231118442,2021,30.396695,-91.17798,11700,Straight,Business,Single,Passenger Car,No Injury
LA21_20211129170231068584,2021,30.401951,-91.176738,27080,Straight,Residential,Single,Passenger Car,No Injury
LA21_20211130170241113009,2021,30.414865,-91.187361,27453,Straight,Other,Single,Suv,No Injury
LA21_20211202170231122132,2021,30.400767,-91.175216,27080,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA21_20211203170021063512,2021,30.360398,-91.123907,13820,Straight,Business,Single,Suv,No Injury
LA21_20211203170231120658,2021,30.407346,-91.100419,129571,Straight,Business,Single,Truck/Trailer,No Injury
LA21_20211207170231125134,2021,30.454593,-91.084413,53892,Straight,Business,Single,Van,No Injury
